Date,AMZN,BIDU,NKE,UAA
2018-02-07,1416.78,222.5,65.63,13.26
2018-02-08,1350.5,212.07,62.49,13.14
2018-02-09,1339.6,215.67,65.49,13.75
2018-02-12,1386.23,221.64,65.98,14.23
2018-02-13,1414.51,225.6,65.87,16.7
2018-02-14,1451.05,235.89,67.96,17.76
2018-02-15,1461.76,248.2,68.29,18.41
2018-02-16,1448.69,244.72,68.3,17.36
2018-02-20,1468.35,245.43,67.49,17.14
2018-02-21,1482.92,246.92,67.05,17.03
2018-02-22,1485.34,249.35,67.13,16.62
2018-02-23,1500,250.74,68.16,17.02
2018-02-26,1521.95,256.25,69.65,17.25
2018-02-27,1511.98,250.46,68.03,16.75
2018-02-28,1512.45,252.34,67.03,16.58
2018-03-01,1493.45,249.75,66.32,16.14
2018-03-02,1500.25,250.6,65.89,17.02
2018-03-05,1523.61,254.89,65.05,17.42
2018-03-06,1537.64,258.73,65.24,17.62
2018-03-07,1545,257.26,64.17,17.38
2018-03-08,1551.86,257.14,65.11,17.16
2018-03-09,1578.89,263.56,66.3,17.05
2018-03-12,1598.39,265.67,66.82,17.18
2018-03-13,1588.18,258.35,66.17,16.56
2018-03-14,1591,259.35,66.2,16.08
2018-03-15,1582.32,262.71,66.39,15.9
2018-03-16,1571.68,262.39,65.91,16.19
2018-03-19,1544.93,252.83,65.71,16.15
2018-03-20,1586.51,254.46,66.8,16
2018-03-21,1581.86,250.05,66.35,15.95
2018-03-22,1544.92,236.11,64.42,15.73
2018-03-23,1495.56,230.08,64.63,15.78
2018-03-26,1555.86,235.94,65.9,16.67
2018-03-27,1497.05,230.96,66.17,16.44
2018-03-28,1431.42,223.1,65.44,16.33
2018-03-29,1447.34,223.19,66.44,16.35
2018-04-02,1371.99,220.06,64.12,16.1
2018-04-03,1392.05,220.02,66.7,16.82
2018-04-04,1410.57,224.3,68.42,17.89
2018-04-05,1451.75,225.57,69.59,17.47
2018-04-06,1405.23,219.82,67.55,16.98
2018-04-09,1406.08,224.33,67.18,16.64
2018-04-10,1436.22,231.5,67,16.82
2018-04-11,1427.05,229.65,66.83,16.74
2018-04-12,1448.5,231.34,67.77,17.04
2018-04-13,1430.79,228.17,67.25,16.49
2018-04-16,1441.5,229.9,67.06,16.45
2018-04-17,1503.83,235.67,67.51,16.35
2018-04-18,1527.84,237.75,66.2,16.1
2018-04-19,1556.91,237.11,65.73,16.08
2018-04-20,1527.49,232.5,66.09,16.1
2018-04-23,1517.86,231.42,66.88,16.73
2018-04-24,1460.09,231.41,66.97,16.96
2018-04-25,1460.17,231.41,66.67,16.44
2018-04-26,1517.96,238.69,68.05,16.91
2018-04-27,1572.62,251.93,69.56,17.83
2018-04-30,1566.13,250.9,68.39,17.76
2018-05-01,1582.26,252.13,68.1,18.03
2018-05-02,1569.68,249.8,68.26,18.36
2018-05-03,1572.075,252.46,66.9,17.37
2018-05-04,1580.95,251.73,68.1,17.36
2018-05-07,1600.14,253.9,69.34,17.87
2018-05-08,1592.39,263.09,68.46,18.32
2018-05-09,1608,261.29,67.95,18.29
2018-05-10,1609.08,268.68,67.92,18.56
2018-05-11,1602.91,269.91,68.43,18.76
2018-05-14,1601.54,272.26,68.84,18.44
2018-05-15,1576.12,271.92,69.5,18.88
2018-05-16,1587.28,284.07,71.34,20.52
2018-05-17,1581.76,279.68,70.94,20.38
2018-05-18,1574.37,253.01,71.32,20.12
2018-05-21,1585.46,240.51,71.38,20.11
2018-05-22,1581.4,239.97,71.31,19.84
2018-05-23,1601.86,240.39,71.34,20.07
2018-05-24,1603.07,240.28,72.18,20.58
2018-05-25,1610.15,243.8,72.25,20.85
2018-05-29,1612.87,242.05,70.92,20.66
2018-05-30,1624.89,241.63,72.23,21.4
2018-05-31,1629.62,242.56,71.8,20.9
2018-06-01,1641.54,248.46,72.76,21.36
2018-06-04,1665.27,260.9,73.83,22.71
2018-06-05,1696.35,259.98,74.05,23.53
2018-06-06,1695.75,263.94,74.75,24.25
2018-06-07,1689.3,264.89,74.76,23.57
2018-06-08,1683.99,263.59,74.9,24.31
2018-06-11,1689.12,269.78,74.59,24.1
2018-06-12,1698.75,267.42,74.29,24
2018-06-13,1704.86,270,74.11,23.62
2018-06-14,1723.86,270.64,74.7,23.47
2018-06-15,1715.97,272.97,75.84,23.21
2018-06-18,1723.79,268.89,75.61,23.31
2018-06-19,1734.78,262.11,74.26,22.62
2018-06-20,1750.08,264.06,74.72,23.11
2018-06-21,1730.22,260.5,73.94,22.76
2018-06-22,1715.67,259,73.43,22.38
2018-06-25,1663.15,250.41,72.35,22.31
2018-06-26,1691.09,250.77,72.56,22.6
2018-06-27,1660.51,243,71.35,22.81
2018-06-28,1701.45,242.21,71.7,23.41
2018-06-29,1699.8,243,79.68,22.48
2018-07-02,1713.78,246.25,78.35,22.52
2018-07-03,1693.96,246.43,76.28,22.52
2018-07-05,1699.73,244.07,76.55,22.07
2018-07-06,1710.63,251.77,76.48,22.26
2018-07-09,1739.02,261.97,77.28,22.28
2018-07-10,1743.07,261.25,77.57,22.57
2018-07-11,1755,261.25,77.36,22.19
2018-07-12,1796.62,271.45,77.37,21.91
2018-07-13,1813.03,267.19,77.38,21.49
2018-07-16,1822.49,267.08,77.75,21.56
2018-07-17,1843.93,270.02,77.47,21.51
2018-07-18,1842.92,269.42,76.59,21.81
2018-07-19,1812.97,262.42,76.95,22.1
2018-07-20,1813.7,259.98,76.96,21.61
2018-07-23,1802,260.38,76.59,21.39
2018-07-24,1829.24,256.48,75.53,20.61
2018-07-25,1863.61,262.91,77.16,21.08
2018-07-26,1808,260.35,78.15,22.04
2018-07-27,1817.27,255.09,76.89,20.6
2018-07-30,1779.22,251.4,75.96,20.11
2018-07-31,1777.44,247.18,76.91,19.97
2018-08-01,1797.17,228.07,77.54,19.09
2018-08-02,1834.33,230.46,78.65,19.61
2018-08-03,1823.29,235.65,78.74,19.68
2018-08-06,1847.75,232.96,79.51,19.71
2018-08-07,1862.48,226.67,80.53,19.88
2018-08-08,1886.52,222,80.5,20.25
2018-08-09,1898.52,219.89,81.26,20.72
2018-08-10,1886.3,220.1,80.73,20.63
2018-08-13,1896.2,217.57,80.15,20.8
2018-08-14,1919.65,216.21,80.14,21.52
2018-08-15,1882.62,213.47,79.57,20.59
2018-08-16,1886.52,217.3,80.05,20.92
2018-08-17,1882.22,222.67,79.75,20.49
2018-08-20,1876.71,223.71,82.18,21.21
2018-08-21,1883.42,223.13,82.95,21.65
2018-08-22,1904.9,223.03,82.64,21.64
2018-08-23,1902.9,219.3,82.91,21.74
2018-08-24,1905.39,224.36,82.45,21.5
2018-08-27,1927.68,228.61,82.65,20.62
2018-08-28,1932.82,225.72,82.58,20.94
2018-08-29,1998.1,225.87,82.79,21.07
2018-08-30,2002.38,224.25,81.4,20.67
2018-08-31,2012.71,226.48,82.2,20.45
2018-09-04,2039.51,222.18,79.6,20.75
2018-09-05,1994.82,216.24,79.92,20.45
2018-09-06,1958.31,215.05,80.4,20.41
2018-09-07,1952.07,216.04,80.3,19.66
2018-09-10,1939.01,213.59,82.1,20.08
2018-09-11,1987.15,216.1,82.63,20.16
2018-09-12,1990,218.69,83,20.08
2018-09-13,1989.87,222.42,83.47,19.66
2018-09-14,1970.19,220.03,83.49,18.96
2018-09-17,1908.03,217.66,83.26,19.11
2018-09-18,1941.05,216.88,85.26,18.96
2018-09-19,1926.42,226.41,84.43,18.76
2018-09-20,1944.3,230.62,85.37,20
2018-09-21,1915.01,228.85,85.55,20.57
2018-09-24,1934.36,226.63,84.27,20.69
2018-09-25,1974.55,226.6,84.79,20.44
2018-09-26,1974.85,228.42,83.7,21.1
2018-09-27,2012.98,230.47,84.54,21.05
2018-09-28,2003,228.68,84.72,21.22
2018-10-01,2004.36,227.4,84.46,21.14
2018-10-02,1971.31,218.9,82.77,20.21
2018-10-03,1952.76,216.35,82.5,20.53
2018-10-04,1909.42,210.07,80.18,19.88
2018-10-05,1889.65,205.62,80.12,19.42
2018-10-08,1864.42,203.98,80.23,19.35
2018-10-09,1870.32,200.85,80.42,19.4
2018-10-10,1755.25,194.26,74.94,18.26
2018-10-11,1719.36,198,74.51,18.23
2018-10-12,1788.61,204.36,75.91,18.67
2018-10-15,1760.95,200.12,74.99,18.76
2018-10-16,1819.96,203.21,77.48,19.56
2018-10-17,1831.73,200.72,76.48,19.12
2018-10-18,1770.72,191.88,75.6,18.62
2018-10-19,1764.03,191.92,74.21,18.2
2018-10-22,1789.3,196.19,74.9,18.58
2018-10-23,1768.7,193.42,73.35,18.53
2018-10-24,1664.2,184.47,72.12,18.23
2018-10-25,1782.17,190.43,73.1,18.51
2018-10-26,1642.81,188.51,72.07,17.98
2018-10-29,1538.88,181.75,72.19,18.19
2018-10-30,1530.42,183.37,74.51,23.23
2018-10-31,1598.01,190.06,75.04,22.11
2018-11-01,1665.53,201.47,76.79,23.34
2018-11-02,1665.53,194.69,76.58,23.7
2018-11-05,1627.8,190.59,77.53,23.99
2018-11-06,1642.81,192.44,76.57,23.3
2018-11-07,1755.49,195.41,77.97,22.88
2018-11-08,1754.91,188.55,77.78,22.98
2018-11-09,1712.43,183.75,76.36,22.75
2018-11-12,1636.85,180.43,75.1,22.59
2018-11-13,1631.17,183.34,75.2,22.79
2018-11-14,1599.01,185.06,75.2,22.58
2018-11-15,1619.44,188.41,74.33,22.39
2018-11-16,1593.41,186.95,74.74,21.75
2018-11-19,1512.29,183.09,72.52,21.14
2018-11-20,1495.46,177.48,71.12,20.83
2018-11-21,1516.73,183.95,72.37,21.5
2018-11-23,1502.06,182.61,71.49,21.5
2018-11-26,1581.33,185.19,72.71,22.22
2018-11-27,1581.42,182.79,72.09,21.8
2018-11-28,1677.75,188.44,74.66,23.01
2018-11-29,1673.57,183.22,74.34,23.14
2018-11-30,1690.17,188.28,75.12,23.88
