Date,AMZN,BIDU,NKE,UAA
2010-12-21,184.75,101.25,23.075,7.4129
2010-12-22,184.76,100.5,21.7375,7.0371
2010-12-23,182.59,100.16,21.5125,7.0835
2010-12-27,182.14,100.13,21.4575,7.0383
2010-12-28,181.09,98.71,21.5825,6.9053
2010-12-29,183.37,99.11,21.3175,7.0513
2010-12-30,182.75,98.21,21.44,7.121
2010-12-31,180,96.53,21.355,7.0823
2011-01-03,184.22,99.73,21.5225,7.1765
2011-01-04,185.01,100.97,20.9925,7.0577
2011-01-05,187.42,104.63,21.13,7.1727
2011-01-06,185.86,105.16,20.94,7.0564
2011-01-07,185.49,106.95,20.8825,6.9157
2011-01-10,184.68,105.98,21.0425,7.1313
2011-01-11,184.34,106.28,21.005,7.0241
2011-01-12,184.08,105.93,20.9325,7.1055
2011-01-13,185.53,106.25,20.64,7.1636
2011-01-14,188.75,107.73,21.0175,7.2708
2011-01-18,191.25,108.15,21.015,7.3392
2011-01-19,186.87,107.31,20.915,7.13
2011-01-20,181.96,105.66,20.7675,6.9854
2011-01-21,177.42,105.1,20.575,6.8769
2011-01-24,176.85,106.36,20.665,6.9118
2011-01-25,176.7,105.89,20.72,6.8446
2011-01-26,175.39,107.95,21,6.9583
2011-01-27,184.45,109.05,20.6925,7.7215
2011-01-28,171.14,106.54,20.365,7.7163
2011-01-31,169.64,108.63,20.62,7.7306
2011-02-01,172.11,118.73,20.8875,7.7719
2011-02-02,173.53,118.02,20.9775,7.6724
2011-02-03,173.71,118.5,20.95,7.7822
2011-02-04,175.93,117.68,21.435,8.2265
2011-02-07,176.43,118.96,21.625,8.4602
2011-02-08,183.06,119.84,21.6775,8.6513
2011-02-09,185.3,123.01,21.8125,8.5842
2011-02-10,186.21,125.79,21.6975,8.9264
2011-02-11,189.25,129.58,21.5525,9.0155
2011-02-14,190.42,128.81,21.4425,8.9058
2011-02-15,189.03,128.04,21.3875,8.6965
2011-02-16,186.62,128.71,21.4375,8.7521
2011-02-17,187.76,128.54,21.51,8.7211
2011-02-18,186.5,126.8,22.205,8.7611
2011-02-22,180.42,120.28,21.8075,8.5429
2011-02-23,176.68,115.9,21.5475,8.2975
2011-02-24,177.75,118.81,21.63,8.3375
2011-02-25,177.24,120.59,21.995,8.5261
2011-02-28,173.29,121.16,22.2575,8.5532
2011-03-01,169.44,117.83,21.925,8.3259
2011-03-02,172.02,119.49,22.0825,8.2497
2011-03-03,172.79,121.85,22.46,8.5958
2011-03-04,171.67,122.34,22.47,8.6953
2011-03-07,169.08,120.18,22.23,8.7637
2011-03-08,166.89,120.18,22.2975,8.9742
2011-03-09,169.05,119.75,22.2375,8.8916
2011-03-10,166.14,120.87,22.045,8.7417
2011-03-11,168.07,124.96,21.7925,8.969
2011-03-14,166.73,124.06,21.5525,8.8167
2011-03-15,165.08,122.23,21.3325,8.7198
2011-03-16,164.7,120.56,21.205,8.6707
2011-03-17,160.97,121.64,21.3525,8.663
2011-03-18,161.82,120.5,19.3975,8.1761
2011-03-21,164.525,124,19.21,8.4602
2011-03-22,162.6,127.09,18.8625,8.2897
2011-03-23,165.32,132.58,19.305,8.384
2011-03-24,171.1,133.475,19.1825,8.4266
2011-03-25,170.98,134.92,19.165,8.4964
2011-03-28,169.35,133.67,18.9725,8.4086
2011-03-29,174.62,136,19.09,8.8231
2011-03-30,179.42,136.38,19.1875,8.9148
2011-03-31,180.13,137.81,18.925,8.7882
2011-04-01,180.13,138.83,19.1325,9.4572
2011-04-04,182.94,143.11,19.3525,9.6277
2011-04-05,185.29,141.65,19.4825,9.8214
2011-04-06,182.76,137.25,19.6675,9.5437
2011-04-07,184.91,139.098,19.5225,9.4404
2011-04-08,184.71,141.88,19.3475,9.2209
2011-04-11,184.04,145.68,19.5325,9.465
2011-04-12,180.48,140.71,19.55,9.5528
2011-04-13,182.29,145.69,19.8525,9.6806
2011-04-14,181.82,147.01,20.02,9.4805
2011-04-15,180.01,146.81,19.6825,9.5399
2011-04-18,178.34,145.89,19.645,9.5709
2011-04-19,178.82,149.9,19.6825,10.0474
2011-04-20,183.87,149.31,20.0175,10.1313
2011-04-21,185.89,148.65,20.0475,10.1417
2011-04-25,185.42,151.96,20.0275,10.1339
2011-04-26,182.3,152.37,19.99,8.9936
2011-04-27,196.63,151.11,20.28,9.0465
2011-04-28,195.07,148.25,20.6425,9.0711
2011-04-29,195.81,148.52,20.58,8.8412
2011-05-02,201.19,147.47,20.56,8.6268
2011-05-03,198.45,139.84,20.415,8.3621
2011-05-04,199.97,139.01,20.6975,8.4357
2011-05-05,197.11,140.19,20.6525,8.4137
2011-05-06,197.6,141.26,20.505,8.5235
2011-05-09,200.8,142.62,20.7275,8.4835
2011-05-10,203.94,142.24,20.875,8.7043
2011-05-11,204.38,138.9,20.665,8.8761
2011-05-12,206.07,138.2,21.145,8.7895
2011-05-13,202.56,131.28,21.565,8.6423
2011-05-16,192.51,127.77,21.3175,8.3595
2011-05-17,194.81,131.81,21.2225,8.2768
2011-05-18,197.09,131.84,21.2075,8.6668
2011-05-19,198.805,135.88,21.5275,8.6384
2011-05-20,198.65,134.69,21.2625,8.4499
2011-05-23,196.22,129.47,20.905,8.3944
2011-05-24,193.27,129.26,21.0825,8.291
2011-05-25,192.26,129.54,20.7975,8.2717
2011-05-26,195,129.95,21.0175,8.4744
2011-05-27,194.13,133.93,21.155,8.4447
2011-05-31,196.69,135.71,21.1125,8.4176
2011-06-01,192.395,132.47,20.5375,8.6049
2011-06-02,193.65,138.49,20.2875,8.5442
2011-06-03,188.32,133.21,20.09,8.5958
2011-06-06,185.69,126.97,19.9425,8.4111
2011-06-07,187.55,124.82,20.475,8.3504
2011-06-08,188.05,120.67,20.025,8.0728
2011-06-09,189.68,123.21,20.1675,8.4292
2011-06-10,186.53,121.69,19.915,8.2807
2011-06-13,186.29,118.03,20.1275,8.7779
2011-06-14,189.96,124.82,20.56,8.9987
2011-06-15,185.98,118.84,20.0975,8.7908
2011-06-16,183.65,116.24,20.0725,8.7844
2011-06-17,186.37,117.68,20.2775,8.7908
2011-06-20,187.72,118.28,20.8075,9.2816
2011-06-21,194.23,127.71,21.1275,9.5076
2011-06-22,191.63,124.87,20.4875,9.3345
2011-06-23,194.16,129.22,20.5475,9.5076
2011-06-24,192.55,128.68,20.295,9.6044
2011-06-27,201.25,133.17,20.405,9.5954
2011-06-28,202.35,136.17,22.475,10.0216
2011-06-29,204.18,137.58,22.445,9.9557
2011-06-30,204.49,140.13,22.495,9.9841
2011-07-01,209.49,143.346,22.955,10.2321
2011-07-05,213.19,145.87,22.935,10.4916
2011-07-06,214.19,145.84,23.0875,10.2941
2011-07-07,216.74,147.01,23.415,10.2773
2011-07-08,218.28,147.78,23.31,10.2734
2011-07-11,212.55,142.4,22.8575,9.9699
2011-07-12,211.23,138.94,22.8075,10.0991
2011-07-13,213.5,142.29,23.0125,10.245
2011-07-14,210.38,140.82,22.99,10.1068
2011-07-15,212.87,146.93,22.925,10.0642
2011-07-18,211.53,148.13,22.66,10.0319
2011-07-19,218.06,152.56,22.685,10.6415
2011-07-20,215.55,154.99,22.65,10.4852
2011-07-21,213.21,150.17,22.96,10.3858
2011-07-22,216.52,154,22.9275,10.2889
2011-07-25,213.49,156.54,22.7325,10.1494
2011-07-26,214.18,164.36,22.5825,9.7439
2011-07-27,222.518,161.24,22.18,9.3048
2011-07-28,223.9,158.34,22.62,9.6212
2011-07-29,222.52,157.07,22.5375,9.4805
2011-08-01,221.32,158.93,22.335,9.4107
2011-08-02,211.7,152.92,21.2775,8.9342
2011-08-03,209.96,152.43,21.77,9.0569
2011-08-04,201.48,143.92,20.3875,8.3672
2011-08-05,202.7,140.99,20.9675,8.0896
2011-08-08,193.7,130.45,19.7975,7.223
2011-08-09,205.09,143.64,20.625,7.9139
2011-08-10,194.13,140.79,19.8325,7.6298
2011-08-11,198.36,148.15,20.8125,8.1283
2011-08-12,202.3,150.15,21.06,8.2303
2011-08-15,202.95,144.64,21.2825,8.5183
2011-08-16,197.68,136.92,20.805,8.1929
2011-08-17,195.93,137.96,20.6375,7.6376
2011-08-18,182.52,128.77,19.98,7.2101
2011-08-19,178.93,126.98,19.645,6.8162
2011-08-22,177.54,126.65,19.8125,7.2308
2011-08-23,193.55,136.36,20.8975,8.0883
2011-08-24,193.73,133.68,21.45,8.1257
2011-08-25,192.03,133.09,20.94,7.6983
2011-08-26,199.27,139.7,21.5725,8.7172
2011-08-29,206.53,143.3,22.135,9.0543
2011-08-30,210.92,148.35,21.5925,9.3449
2011-08-31,215.23,145.78,21.6625,9.1511
2011-09-01,212.54,144.29,21.6375,9.0052
2011-09-02,210,140.45,21.01,8.6991
2011-09-06,216.18,143.19,20.94,8.7805
2011-09-07,219.9,146.05,21.6275,9.1899
2011-09-08,217.26,147.01,21.3325,9.1395
2011-09-09,211.39,143.63,20.625,8.7224
2011-09-12,216.56,144.23,21.09,8.96
2011-09-13,219.53,144.58,21.455,9.1912
2011-09-14,222.57,147.48,21.8725,9.7168
2011-09-15,226.78,147.17,22.01,9.9208
2011-09-16,239.3,146.95,22.4425,10.1869
2011-09-19,241.69,145.64,22.55,10.1494
2011-09-20,233.25,139.935,22.365,9.8834
2011-09-21,231.87,138.33,21.435,9.5153
2011-09-22,223.23,123.18,21.045,9.1072
2011-09-23,223.61,123.4,22.16,9.3849
2011-09-26,229.85,122.56,22.3275,9.8433
2011-09-27,224.21,127.72,22.645,9.7555
2011-09-28,229.71,121.42,22.1175,9.434
2011-09-29,222.44,110.29,21.9975,9.1046
2011-09-30,216.23,106.91,21.3775,8.5764
2011-10-03,211.98,105.16,20.7625,8.3388
2011-10-04,212.5,110.09,21.4325,8.7895
2011-10-05,219.498,111.17,21.95,8.9432
2011-10-06,221.51,120.89,22.32,9.3319
2011-10-07,224.74,119.21,22.0375,9.0349
2011-10-10,231.32,124.54,22.68,9.6148
2011-10-11,235.48,129.47,22.4625,9.7207
2011-10-12,236.81,130.83,22.9475,9.5889
2011-10-13,236.15,132.97,23.0525,9.4921
2011-10-14,246.71,137.6,23.2425,9.6393
2011-10-17,242.33,135.61,22.755,9.3603
2011-10-18,243.88,132.37,22.87,9.4546
2011-10-19,231.53,126.23,22.8225,9.2067
2011-10-20,233.61,123.87,22.9725,9.2557
2011-10-21,234.78,122.16,23.5875,9.4417
2011-10-24,237.61,132.02,23.7675,9.8576
2011-10-25,227.15,127.98,23.4375,10.3509
2011-10-26,198.4,130.8,23.5525,10.7047
2011-10-27,206.78,138.39,23.9575,11.1064
2011-10-28,217.32,144.62,24.1875,11.0844
2011-10-31,213.51,140.18,24.0875,10.901
2011-11-01,212.105,135.05,23.47,10.5963
2011-11-02,215.62,140.55,23.735,10.8223
2011-11-03,218.29,143.5,23.92,11.0754
2011-11-04,216.48,143.18,23.595,10.8868
2011-11-07,217,140.78,23.45,10.7835
2011-11-08,217.99,141.94,23.855,10.8184
2011-11-09,211.22,136.17,23.09,10.4464
2011-11-10,210.79,135.68,23.48,10.4658
2011-11-11,217.39,137.76,24.0375,10.8352
2011-11-14,218.93,138.88,23.9375,10.7125
2011-11-15,217.83,140.74,23.9875,10.7551
2011-11-16,211.99,138.1,23.425,10.4413
2011-11-17,204.52,131.1,22.9725,10.1507
2011-11-18,197.14,126.93,23.1875,9.9299
2011-11-21,189.25,124.17,22.765,9.7749
2011-11-22,192.34,124.28,22.9075,9.6935
2011-11-23,188.99,119.55,22.7325,9.8705
2011-11-25,182.399,119.912,22.57,9.6458
2011-11-28,194.15,126.81,23.7275,10.2811
2011-11-29,188.39,124.92,23.7175,10.1133
2011-11-30,192.29,130.99,24.045,10.5033
2011-12-01,197.13,134.83,23.8125,10.5717
2011-12-02,196.03,134.09,24.0625,10.5691
2011-12-05,196.24,134.63,24.15,10.8545
2011-12-06,191.99,131.25,24.0625,10.6712
2011-12-07,195.32,129.33,23.9725,10.6182
2011-12-08,190.48,126.63,23.795,10.3186
2011-12-09,193.03,130.52,24.42,10.6802
2011-12-12,189.52,127.65,24.2375,10.2179
2011-12-13,180.51,122.22,23.7625,9.6186
2011-12-14,180.21,117.97,23.5975,9.5554
2011-12-15,181.26,114.34,23.52,9.5734
2011-12-16,181.26,114.52,23.4175,9.5734
2011-12-19,179.33,111.45,23.345,9.3022
2011-12-20,182.52,118.4,23.4075,9.3423
2011-12-21,174.35,112.97,24.0875,9.1847
2011-12-22,179.03,115.56,23.705,9.1163
2011-12-23,177.28,117.81,24.225,9.4507
2011-12-27,176.27,116.25,24.4425,9.5179
2011-12-28,173.89,116.5,24.1075,9.3694
2011-12-29,173.86,114.72,24.365,9.2777
2011-12-30,173.1,116.47,24.0925,9.2712
2012-01-03,179.03,124.29,24.2025,9.3216
2012-01-04,177.51,121.99,24.555,9.3836
2012-01-05,177.61,123.27,24.54,9.4598
2012-01-06,182.61,120.149,24.4975,9.576
2012-01-09,178.56,120.115,24.5875,9.6044
2012-01-10,179.34,126.88,24.6175,9.7052
2012-01-11,178.9,128.19,24.535,9.7839
2012-01-12,175.93,128.3,24.775,10.0293
2012-01-13,178.42,127.41,24.575,9.966
2012-01-17,181.66,128.85,24.81,9.8498
2012-01-18,189.44,126.07,25.215,9.4585
2012-01-19,194.45,123.62,25.395,9.4198
2012-01-20,190.93,122.8,25.44,9.5076
2012-01-23,186.09,123.93,25.39,9.7852
2012-01-24,187,121.75,25.5525,9.8666
2012-01-25,187.8,125.03,25.8025,10.0074
2012-01-26,193.316,123.9,25.575,9.4792
2012-01-27,195.37,131.36,25.5275,9.9337
2012-01-30,192.15,130.73,25.8475,9.9518
2012-01-31,194.44,127.52,25.9975,10.2824
2012-02-01,179.46,127.73,25.9375,10.13
2012-02-02,181.72,130.79,25.705,10.019
2012-02-03,187.68,134.53,25.875,10.3909
2012-02-06,183.14,131.37,25.865,10.4348
2012-02-07,184.19,129.49,26.0575,10.4645
2012-02-08,185.48,130.89,26.4825,10.5381
2012-02-09,184.98,135.445,26.44,10.6957
2012-02-10,185.54,136.59,26.3525,10.5963
2012-02-13,191.59,140,26.305,10.6518
2012-02-14,191.3,140.864,26.6575,10.9449
2012-02-15,184.47,138.32,26.65,10.8545
2012-02-16,179.93,141.83,26.54,11.0586
2012-02-17,182.5,136.9,26.67,10.9604
2012-02-21,182.26,130.64,26.2375,10.657
2012-02-22,180.58,133.71,26.4325,10.6944
2012-02-23,178.89,132.85,26.535,10.6415
2012-02-24,179.13,134.89,26.5725,11.0844
2012-02-27,178.53,134.54,26.7925,11.2562
2012-02-28,183.8,138.29,26.8575,11.3285
2012-02-29,179.69,136.7,26.98,11.5248
2012-03-01,180.04,138.87,27.135,11.8967
2012-03-02,179.3,141.43,27.185,11.9096
2012-03-05,180.26,136.66,27.31,11.8709
2012-03-06,181.09,133.27,26.835,11.4731
2012-03-07,183.77,134.94,26.895,11.7547
2012-03-08,187.64,137.19,26.975,11.991
2012-03-09,184.32,138.53,27.495,12.2609
2012-03-12,183.39,137.8,27.3625,12.3139
2012-03-13,184.59,140.18,27.69,12.6174
2012-03-14,182.26,136.51,27.575,12.6006
2012-03-15,184.43,136.34,27.6825,12.4017
2012-03-16,185.05,136.09,27.805,12.1796
2012-03-19,185.52,137.94,28.0325,12.3694
2012-03-20,192.33,137.35,27.935,12.4727
2012-03-21,191.73,140.61,27.61,12.6109
2012-03-22,192.4,143.72,27.7475,12.6225
2012-03-23,195.04,144.325,26.855,12.5399
2012-03-26,202.87,150.8,27.1375,12.7801
2012-03-27,205.44,150.02,26.97,12.6044
2012-03-28,201.16,148.09,26.8075,12.3823
2012-03-29,204.61,146.41,26.9625,12.1447
2012-03-30,202.51,145.77,27.11,12.1395
2012-04-02,198.05,146.7,27.255,12.4224
2012-04-03,199.66,147.06,27.4675,12.6677
2012-04-04,193.99,144.69,27.3725,12.1976
2012-04-05,194.39,148.25,27.5975,12.3371
2012-04-09,191.87,148.8,27.6725,12.3035
2012-04-10,186.98,144.42,26.615,11.9135
2012-04-11,187.97,146.16,27.0625,12.1666
2012-04-12,190.69,151.32,27.1625,12.279
2012-04-13,188.46,151.38,27.2,12.4314
2012-04-16,185.5,147.66,27.35,12.279
2012-04-17,188.39,147.49,27.4575,12.4482
2012-04-18,191.07,147.92,27.64,12.5295
2012-04-19,191.1,144.74,27.4025,12.4624
2012-04-20,189.98,144.91,27.6925,13.112
2012-04-23,188.24,139.66,27.4375,12.9725
2012-04-24,190.33,135.83,26.6875,12.3126
2012-04-25,194.42,134.82,27.2575,12.483
2012-04-26,195.99,133.21,27.5875,12.6032
2012-04-27,226.85,134.44,27.66,12.771
2012-04-30,231.9,132.7,27.9675,12.6471
2012-05-01,230.04,133.48,27.825,12.6961
2012-05-02,230.25,134.1,28.57,13.0577
2012-05-03,229.45,133.11,28.6,12.833
2012-05-04,223.99,130.02,27.9525,12.4663
2012-05-07,225.16,127.973,27.855,12.5024
2012-05-08,223.9,127.31,27.1825,11.9691
2012-05-09,222.98,123.7,27.0375,12.1318
2012-05-10,226.69,123.66,26.89,12.1227
2012-05-11,227.68,122.23,27.065,12.2454
2012-05-14,222.93,121.83,26.8675,12.1473
2012-05-15,224.39,123.87,26.805,12.217
2012-05-16,224.06,122.26,26.75,12.2338
2012-05-17,218.36,117.4,26.085,11.6268
2012-05-18,213.85,115.37,26.36,11.4938
2012-05-21,218.11,121.75,26.8075,12.0375
2012-05-22,215.33,119.34,27.1125,12.186
2012-05-23,217.28,122.29,26.88,12.2532
2012-05-24,215.24,118.26,26.87,12.5644
2012-05-25,212.89,117.59,27.1975,12.6806
2012-05-29,214.75,121.59,27.73,13.0125
2012-05-30,209.23,118.16,27.1525,13.0048
2012-05-31,212.91,117.77,27.045,13.0087
2012-06-01,208.22,113.35,26.15,12.3655
2012-06-04,214.57,115.68,26.175,12.567
2012-06-05,213.21,117.28,26.3775,12.793
2012-06-06,217.64,119.12,26.7675,13.0887
2012-06-07,218.8,122.46,26.84,12.8911
2012-06-08,218.48,121.31,27.16,13.3419
2012-06-11,216.5,120.8,26.865,13.2682
2012-06-12,216.42,117.94,26.9,13.6673
2012-06-13,214.73,116.72,25.555,13.0345
2012-06-14,214.45,117.64,25.005,13.1314
2012-06-15,218.35,119.38,25.4375,13.657
2012-06-18,222.66,121.37,25.35,13.6996
2012-06-19,224.03,121.72,25.385,13.7461
2012-06-20,223.02,117.38,25.3,13.5834
2012-06-21,220.575,113.08,24.665,12.7168
2012-06-22,222.16,114.61,24.85,12.8834
2012-06-25,220.07,111.02,24.365,12.5515
2012-06-26,225.61,110.59,24.6125,12.474
2012-06-27,225.62,111.4,24.5275,12.0401
2012-06-28,221.31,108.62,24.2225,11.6888
2012-06-29,228.35,114.98,21.945,12.2015
2012-07-02,229.32,112.69,22.2125,11.8515
2012-07-03,229.53,114.72,22.62,11.8347
2012-07-05,227.06,117.21,23.05,12.124
2012-07-06,225.05,115.91,22.845,11.858
2012-07-09,225.05,113.17,22.57,11.9187
2012-07-10,219.5,109.3,22.8225,12.1214
2012-07-11,218.37,108.92,23.065,11.7443
2012-07-12,215.36,108.21,22.955,11.9639
2012-07-13,218.39,109.711,23.4925,12.2428
2012-07-16,216.01,107.35,23.255,12.1524
2012-07-17,216.93,104.98,23.19,12.5631
2012-07-18,217.47,107.453,23.6575,12.7697
2012-07-19,226.17,110.735,23.815,13.0513
2012-07-20,228.29,110.23,23.27,12.8085
2012-07-23,226.01,107.1,23.2125,12.496
2012-07-24,223.04,114.95,23.24,13.635
2012-07-25,217.05,114.41,23.3775,13.9269
2012-07-26,220.01,118.62,24.145,14.2859
2012-07-27,237.32,123.7,24.2575,14.242
2012-07-30,236.09,121.29,23.9625,14.3117
2012-07-31,233.3,120.52,23.3375,14.0612
2012-08-01,232.09,123.24,23.25,13.8184
2012-08-02,230.81,122.03,23.135,13.976
2012-08-03,234.97,124.84,23.6425,14.4925
2012-08-06,233.99,128.94,23.88,14.8955
2012-08-07,236.56,130.32,24.0425,14.6578
2012-08-08,234.38,131.27,23.975,14.6423
2012-08-09,234.06,130.94,23.765,14.8128
2012-08-10,232.75,131.06,23.625,14.6604
2012-08-13,232.44,130.79,23.9625,14.6914
2012-08-14,233.19,130.46,23.7275,14.5726
2012-08-15,237.42,130.1,23.555,14.4538
2012-08-16,241.55,133.66,23.695,14.5933
2012-08-17,241.17,133.98,24.065,14.911
2012-08-20,240.35,130.91,23.9425,14.6578
2012-08-21,239.45,123.4,23.9625,14.6165
2012-08-22,243.1,122.8,23.9425,14.6785
2012-08-23,241.198,115.09,23.8625,14.7715
2012-08-24,245.74,115.72,24.215,14.4305
2012-08-27,243.92,116.9,24.1075,14.3479
2012-08-28,246.11,120.62,24.7175,14.8231
2012-08-29,247.12,113.099,24.6725,14.867
2012-08-30,246.22,112.01,24.4375,14.898
2012-08-31,248.27,111.44,24.34,15.0349
2012-09-04,247.88,114.51,24.315,15.1615
2012-09-05,246.22,111.94,24.3375,14.8386
2012-09-06,251.38,112.74,24.865,15.3242
2012-09-07,259.14,109.59,24.8225,15.4043
2012-09-10,257.09,109.162,25.01,15.394
2012-09-11,255.67,109.81,24.92,15.2958
2012-09-12,255.63,107.09,25.21,15.3707
2012-09-13,260.24,109.8299,24.8,15.3165
2012-09-14,261.27,115.62,24.16,15.505
2012-09-17,258,113.31,24.4925,15.2519
2012-09-18,258.75,111.99,24.43,14.9678
2012-09-19,261.68,114.136,24.415,15.0169
2012-09-20,260.81,111.273,24.18,14.7353
2012-09-21,257.47,111.115,24.13,14.6036
2012-09-24,254.805,113.18,23.83,14.5803
2012-09-25,252.46,112.515,23.77,14.1077
2012-09-26,249.67,112.19,23.8725,14.118
2012-09-27,256.59,114.595,24,14.4641
2012-09-28,254.32,116.89,23.7275,14.4202
2012-10-01,252.01,112.77,23.8875,14.335
2012-10-02,250.6,112.34,23.7375,14.4331
2012-10-03,255.92,112.07,23.45,14.1774
2012-10-04,260.47,113.2,23.9725,14.5623
2012-10-05,258.51,114.2,23.805,14.4796
2012-10-08,259.06,114.29,23.7475,14.3634
2012-10-09,250.96,106.488,23.62,13.9785
2012-10-10,244.99,108.13,23.555,14.025
2012-10-11,244.22,109.04,23.725,14.0999
2012-10-12,242.36,111.22,23.605,14.0922
2012-10-15,244.18,113.82,23.9025,14.4589
2012-10-16,243.94,113.41,24.31,15.0014
2012-10-17,247.49,114.8496,24.3925,15.1357
2012-10-18,244.85,113.18,24.3925,15.3087
2012-10-19,240,112.38,24.1125,15.1744
2012-10-22,233.78,113.71,23.62,14.9161
2012-10-23,234.31,114.99,23.205,14.836
2012-10-24,228.49,113.99,23.2225,14.6243
2012-10-25,222.92,114.01,22.8275,13.6712
2012-10-26,238.24,113.84,22.7875,13.4697
2012-10-31,232.8931,106.73,22.845,13.4981
2012-11-01,232.14,106.7,23.8375,13.7202
2012-11-02,232.4224,105.0905,23.635,13.6066
2012-11-05,234.33,103.8,23.815,13.6893
2012-11-06,237.56,105.9439,24.0325,13.8442
2012-11-07,232.0608,104.51,23.6625,13.6531
2012-11-08,227.35,103.701,22.965,13.0461
2012-11-09,226.31,103.73,23.0775,12.886
2012-11-12,226.47,104.6,23.0725,12.8162
2012-11-13,226.6,98.6009,22.8675,13.2088
2012-11-14,222.95,93.5677,22.65,12.8601
2012-11-15,220.599,93.8289,22.7075,12.9557
2012-11-16,225.23,92.68,23.1475,13.1107
2012-11-19,229.71,92.42,24.08,13.2398
2012-11-20,233.78,94.05,23.9025,13.4129
2012-11-21,238.03,93.24,23.9,13.5188
2012-11-23,239.88,96.22,24.1875,13.6221
2012-11-26,243.62,95.45,24.415,13.8546
2012-11-27,243.4017,94.52,24.2525,13.9734
2012-11-28,247.11,95.81,24.7825,14.1387
2012-11-29,251.27,99,24.7425,13.9036
2012-11-30,252.05,96.31,24.37,13.3871
2012-12-03,250.3291,95.9029,24.39,13.5963
2012-12-04,252.4881,90.2419,24.4175,13.4594
2012-12-05,253.96,88.1159,24.42,13.4077
2012-12-06,253.37,89.022,24.605,13.6195
2012-12-07,253.2681,89.36,24.6475,13.4723
2012-12-10,247.77,91.75,24.52,12.948
2012-12-11,250.69,94.1,24.8525,13.2527
2012-12-12,251.76,96.09,24.8,13.059
2012-12-13,251.25,95.25,24.3325,12.5166
2012-12-14,249.19,97.3977,24.2275,12.4521
2012-12-17,253.86,96.26,24.4975,12.3694
2012-12-18,260.4,98.55,24.73,12.8808
2012-12-19,257.99,100.5812,24.445,12.6587
2012-12-20,261.5,99.84,24.75,12.2609
2012-12-21,256.92,98.7,26.275,12.6716
2012-12-24,258.62,96.77,26.4,12.7207
2012-12-26,248.6314,101.4454,25.665,12.3074
2012-12-27,248.31,99.43,25.88,12.4107
2012-12-28,245.18,99,25.495,12.248
2012-12-31,250.87,100.29,25.8,12.5347
2013-01-02,257.31,104.12,25.92,12.483
2013-01-03,258.48,104.98,26.185,12.8266
2013-01-04,259.15,104.6462,26.44,12.7465
2013-01-07,268.4592,102.2881,26.48,12.5089
2013-01-08,266.38,101.09,26.2,12.5631
2013-01-09,266.35,104.34,26.225,12.0491
2013-01-10,265.34,110.565,26.275,12.3152
2013-01-11,267.94,112.97,26.55,12.4211
2013-01-14,272.73,112.64,26.595,12.4856
2013-01-15,271.9,111.66,26.82,12.2558
2013-01-16,268.93,109.93,26.865,12.155
2013-01-17,270.48,108.43,26.74,12.1266
2013-01-18,272.12,109.84,26.645,11.9484
2013-01-22,270.19,108.91,26.74,12.2532
2013-01-23,268.11,108.3,26.545,12.3177
2013-01-24,273.62,107.92,26.93,11.8451
2013-01-25,283.99,108.01,27.775,12.465
2013-01-28,276.04,111.39,27.25,12.3746
2013-01-29,260.35,109.45,26.96,12.4779
2013-01-30,272.764,108.98,26.805,12.4314
2013-01-31,265.5,108.3,27.025,13.1391
2013-02-01,265,108.61,26.85,13.0435
2013-02-04,259.98,107.2,26.83,12.9041
2013-02-05,266.89,96.37,26.945,13.0358
2013-02-06,262.22,98.37,27.08,12.9402
2013-02-07,260.23,96.27,27.34,12.8989
2013-02-08,261.95,96.86,27.295,12.966
2013-02-11,257.21,96.37,27.61,12.8679
2013-02-12,258.7,95.53,27.545,12.8421
2013-02-13,269.47,95.91,27.28,12.5786
2013-02-14,269.24,95.18,27.31,12.6303
2013-02-15,265.09,94.32,27.475,12.7982
2013-02-19,269.75,92.18,27.235,12.8524
2013-02-20,266.41,88.45,27.01,12.5941
2013-02-21,265.94,88.77,27.27,12.3307
2013-02-22,265.42,89.18,27.235,12.2041
2013-02-25,259.87,88.01,27.02,12.0595
2013-02-26,259.36,89.73,27.135,12.2764
2013-02-27,263.25,89.35,27.17,12.4521
2013-02-28,264.27,90.76,27.23,12.7284
2013-03-01,265.74,92.56,27.41,12.7749
2013-03-04,273.11,90.26,27.365,12.9066
2013-03-05,275.59,91.37,27.45,12.8911
2013-03-06,273.79,89.93,27.65,12.9686
2013-03-07,273.88,90.42,27.61,13.0435
2013-03-08,274.19,89.22,27.345,12.6923
2013-03-11,271.24,89.43,27.265,12.5734
2013-03-12,274.13,87.75,26.745,12.5295
2013-03-13,275.1,87.65,27.425,12.8395
2013-03-14,265.74,86.33,27.345,13.1933
2013-03-15,261.82,85.08,27.39,13.0849
2013-03-18,257.89,85.17,27.08,12.9686
2013-03-19,256.41,84.24,26.915,12.5218
2013-03-20,257.278,86.1,27.415,12.8137
2013-03-21,253.39,85.92,26.8,12.4934
2013-03-22,257.75,86.49,29.765,13.0694
2013-03-25,256.02,85.33,29.78,13.0978
2013-03-26,260.31,86.07,29.735,13.0823
2013-03-27,265.3,88.13,29.225,13.1649
2013-03-28,266.49,87.7,29.505,13.2243
2013-04-01,261.61,87.05,29.13,13.059
2013-04-02,263.322,88.12,29.45,13.3328
2013-04-03,259.03,85.964,29.455,13.7538
2013-04-04,259.08,85.16,29.67,13.7487
